date,time,subject
2009-05-13,09:54:37,Re: Query writing an .arff file
2009-05-12,17:01:31,centroid of KMeans to be one instance
2009-05-13,10:07:41,centroid of KMeans to be one instance
2009-05-12,22:12:18,Re: Query writing an .arff file
2009-05-13,00:13:46,OrdinalClassClassifier with LibSVM
2009-05-13,02:56:42,a WEKA categorization question
2009-05-13,08:27:28,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSBhIFdFS0EgY2F0ZWdvcml6YXRpb24gcQ==?= 	=?gb2312?B?dWVzdGlvbg==?=
2009-05-12,22:36:19,a question on data partition analysis in weka
2009-05-13,16:46:48,a question on data partition analysis in weka
2009-05-13,12:48:04,Categorization with 'Incremental Training' - few Queries
2009-05-13,19:44:06,Categorization with 'Incremental Training' - few  	Queries
2009-05-13,13:41:39,Categorization with 'Incremental Training' - few  	Queries
2009-05-13,16:22:13,question about probability in TAN
2009-05-13,20:24:17,Categorization with 'Incremental Training' - few  	Queries
2009-05-13,10:50:42,stepSize in LearningRateResultProducer
2009-05-13,02:43:45,Feature Selection by own java code
2009-05-13,22:11:57,Feature Selection by own java code
2009-05-13,03:53:14,Feature Selection by own java code
2009-05-13,22:57:42,Feature Selection by own java code
2009-05-13,12:59:12,stepSize in LearningRateResultProducer
2009-05-13,07:09:14,"Question on IBk implementing IB1, IB2, or IB3?"
2009-05-13,19:44:27,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSBxdWVzdGlvbiBhYm91dCBwcm9iYWJpbA==?= 	=?gb2312?B?aXR5IGluIFRBTg==?=
2009-05-13,06:55:27,OptionHandler interface Qs
2009-05-13,07:19:30,Feature Selection by own java code
2009-05-13,13:32:51,Weka not working with Vista
2009-05-13,11:31:28,OptionHandler interface Qs
2009-05-14,07:59:41,Weka not working with Vista
2009-05-13,23:09:26,"Question on IBk implementing IB1, IB2, or IB3?"
2009-05-14,09:11:27,question about probability in TAN
2009-05-14,14:28:52,SourceForge community choice awards nominations
2009-05-14,09:15:49,MultiBoostAB and AdaBoostM1
2009-05-14,09:25:33,stepSize in LearningRateResultProducer
2009-05-14,15:39:09,a question about filter api
2009-05-14,01:36:01,The simple way to generate the confusion matrixes?
2009-05-14,20:52:17,MultiBoostAB and AdaBoostM1
2009-05-14,10:07:46,CMV and feature selection
2009-05-14,21:08:42,stepSize in LearningRateResultProducer
2009-05-14,11:24:37,loading an ARFF file with DataSource class does not work  in Tomcat 6
2009-05-14,11:28:56,stepSize in LearningRateResultProducer
2009-05-14,21:48:34,loading an ARFF file with DataSource class does not  	work in Tomcat 6
2009-05-14,05:54:11,"Re: Question on IBk implementing IB1, IB2, 	or IB3? (Thomas Debray)"
2009-05-14,18:00:45,Error when weka.core.Instance merge command used
2009-05-14,22:17:58,Error when weka.core.Instance merge command used
2009-05-14,12:36:10,generate data from BIFReader
2009-05-14,22:42:08,The simple way to generate the confusion matrixes?
2009-05-14,22:44:17,generate data from BIFReader
2009-05-14,22:24:15,a question about filter api
2009-05-14,18:55:22,Error when weka.core.Instance merge command used
2009-05-14,04:06:59,correct arff format.
2009-05-14,04:09:11,correct arff format.
2009-05-14,23:11:11,Error when weka.core.Instance merge command used
2009-05-14,23:12:30,correct arff format.
2009-05-14,23:19:41,The simple way to generate the confusion matrixes?
2009-05-14,04:21:45,correct arff format.
2009-05-14,04:23:42,correct arff format.
2009-05-14,04:32:00,The simple way to generate the confusion matrixes?
2009-05-14,05:33:03,Truncated amount of attributes in the resulting equation
2009-05-14,07:13:48,correct arff format.
2009-05-14,16:43:22,correct arff format.
2009-05-14,17:07:10,correct arff format.
2009-05-14,11:29:36,WEKA and JADE
2009-05-14,12:27:26,JADE & WEKA
2009-05-14,18:40:06,MultiBoostAB and AdaBoostM1
2009-05-15,08:46:47,Truncated amount of attributes in the resulting  	equation
2009-05-15,09:01:26,MultiBoostAB and AdaBoostM1
2009-05-14,20:48:03,Weka not working with Vista
2009-05-15,13:25:48,Weka not working with Vista
2009-05-14,18:37:45,Small dataset
2009-05-15,16:29:42,question about an api 
2009-05-15,14:25:19,"About R square, Q square in Weka"
2009-05-15,03:21:18,correct arff format.
2009-05-15,13:23:59,CMV and feature selection
2009-05-15,12:51:07,stepSize in LearningRateResultProducer
2009-05-15,14:43:04,General algorithm documentation
2009-05-15,21:08:59,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSBHZW5lcmFsIGFsZ29yaXRobSBkb2N1bQ==?= 	=?gb2312?B?ZW50YXRpb24=?=
2009-05-16,12:26:36,=?GB2312?Q?Re=3A_=B4=F0=B8=B4=3A_=5BWekalist=5D_General_algorithm_documentati?= 	=?GB2312?Q?on?=
2009-05-16,12:37:49,correct arff format.
2009-05-16,12:40:16,"About R square, Q square in Weka"
2009-05-16,13:03:09,stepSize in LearningRateResultProducer
2009-05-16,09:44:11,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSBxdWVzdGlvbiBhYm91dCBhbiBhcGkg?=
2009-05-16,17:23:26,stepSize in LearningRateResultProducer
2009-05-16,11:27:05,need Help about my research
2009-05-17,01:39:08,"Re: Question on IBk implementing IB1, IB2, or IB3?  	(Thomas Debray)"
2009-05-17,06:19:45,need Help about my research
2009-05-16,19:36:06,basic question
2009-05-17,14:45:13,basic question
2009-05-17,16:37:48,Problem with experimenter Analyzer output
2009-05-17,16:40:27,How to prepare and load my data into WEKA
2009-05-17,16:03:58,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSBIb3cgdG8gcHJlcGFyZSBhbmQgbG9hZCBteSA=?= 	=?gb2312?B?ZGF0YSBpbnRvIFdFS0E=?=
2009-05-17,21:58:33,How to prepare and load my data into WEKA
2009-05-17,07:41:07,stepSize in LearningRateResultProducer
2009-05-17,17:00:37,paired t-test
2009-05-17,18:52:09,stepSize in LearningRateResultProducer
2009-05-17,19:06:03,stepSize in LearningRateResultProducer
2009-05-18,07:44:57,paired t-test
2009-05-17,12:55:41,BVDecompose for non Zero/One Loss
2009-05-18,17:14:16,does weka support minus value
2009-05-18,22:21:09,How to prepare and load my data into WEKA
2009-05-18,14:40:45,generate data from bayesNet
2009-05-18,15:06:23,=?GB2312?Q?Re=3A_=B4=F0=B8=B4=3A_=5BWekalist=5D_General_algorithm_documentati?= 	=?GB2312?Q?on?=
2009-05-18,18:08:45,Replicating Cost Curves
2009-05-18,19:36:06,info
2009-05-18,19:36:50,FW: info java code for weka
2009-05-19,08:59:34,How to prepare and load my data into WEKA
2009-05-19,09:01:14,FW: info java code for weka
2009-05-19,09:04:33,info
2009-05-19,09:15:05,generate data from bayesNet
2009-05-19,09:34:21,does weka support minus value
2009-05-19,00:30:25,Problem with Append & Merge
2009-05-19,01:03:04,Malick PAYE/FR/BMEU01 est absent(e).
2009-05-19,11:29:09,Problem with Append & Merge
2009-05-19,11:41:03,BVDecompose for non Zero/One Loss
2009-05-19,11:59:34,Replicating Cost Curves
2009-05-19,19:01:31,generate data from bayesNet
2009-05-19,12:39:54,Clustering v/s Model Tree (M5P)
2009-05-19,16:51:21,Hello regarding Rotation Forest
2009-05-19,04:32:03,DO i need to do preprocess before CLustering
2009-05-19,14:34:06,stepSize in LearningRateResultProducer
2009-05-19,16:00:21,Hello regarding Rotation Forest
2009-05-20,00:38:00,How do I do predictions in WEKA?
2009-05-19,07:56:12,Small dataset
2009-05-19,17:46:39,generate data from bayesNet
2009-05-19,21:20:15,Small dataset
2009-05-20,07:53:28,DO i need to do preprocess before CLustering
2009-05-20,08:04:08,How do I do predictions in WEKA?
2009-05-20,11:28:35,stepSize in LearningRateResultProducer
2009-05-20,14:33:48,How do I make predictions in WEKA?
2009-05-20,16:51:15,How do I make predictions in WEKA?
2009-05-20,01:39:40,unbalanced real value in regression prediction
2009-05-20,14:53:45,FW: How to use generalisedSequentialpatterns algorithm...
2009-05-20,17:03:07,stepSize in LearningRateResultProducer
2009-05-20,18:25:30,Loading Options + Instance Format
2009-05-20,14:58:27,DO i need to do preprocess before CLustering
2009-05-21,08:23:41,Loading Options + Instance Format
2009-05-20,13:29:25,Small dataset
2009-05-21,08:50:59,Loading Options + Instance Format
2009-05-20,14:00:39,Loading Options + Instance Format
2009-05-20,14:11:45,Loading Options + Instance Format
2009-05-21,16:22:09,How do I know the error statistics in predictions?
2009-05-21,14:35:55,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSBIb3cgZG8gSSBrbm93IHRoZSBlcnJvcg==?= 	=?gb2312?B?IHN0YXRpc3RpY3MgaW4gcHJlZGljdGlvbnM/?=
2009-05-21,17:12:01,=?GB2312?Q?Re=3A_=B4=F0=B8=B4=3A_=5BWekalist=5D_How_do_I_know_the_error_stati?= 	=?GB2312?Q?stics_in_predictions=3F?=
2009-05-21,19:32:15,=?GB2312?Q?Re=3A_=B4=F0=B8=B4=3A_=5BWekalist=5D_How_do_I_know_the_error_stati?= 	=?GB2312?Q?stics_in_predictions=3F?=
2009-05-21,15:52:30,=?gb2312?B?tPC4tDogtPC4tDogW1dla2FsaXN0XSBIb3cgZG8gSSBrbm93IHRoZQ==?= 	=?gb2312?B?IGVycm9yIHN0YXRpc3RpY3MgaW4gcHJlZGljdGlvbnM/?=
2009-05-21,17:47:32,=?GB2312?Q?Re=3A_=B4=F0=B8=B4=3A_=5BWekalist=5D_How_do_I_know_the_error_stati?= 	=?GB2312?Q?stics_in_predictions=3F?=
2009-05-21,05:02:48,"hot to get ""classifier output"" in Weka Experiment 	Environment"
2009-05-21,08:20:38,How to set an attribute to String?
2009-05-22,07:43:34,"hot to get ""classifier output"" in Weka Experiment  	Environment"
2009-05-22,07:47:53,How to set an attribute to String?
2009-05-22,07:50:05,=?GB2312?Q?Re=3A_=B4=F0=B8=B4=3A_=5BWekalist=5D_How_do_I_know_the_error_stati?= 	=?GB2312?Q?stics_in_predictions=3F?=
2009-05-21,19:56:59,Simple Instance Creation
2009-05-22,13:05:59,Simple Instance Creation
2009-05-21,20:14:21,Simple Instance Creation
2009-05-21,20:21:26,Simple Instance Creation
2009-05-22,13:22:51,Simple Instance Creation
2009-05-22,13:27:19,Simple Instance Creation
2009-05-21,20:29:17,Simple Instance Creation
2009-05-22,13:36:32,Simple Instance Creation
2009-05-21,20:37:17,Simple Instance Creation
2009-05-22,13:41:03,Simple Instance Creation
2009-05-21,21:05:47,Simple Instance Creation
2009-05-22,14:09:32,Simple Instance Creation
2009-05-21,23:54:27,How to get a confidence of a J48 classifier
2009-05-22,00:49:36,How to get a confidence of a J48 classifier
2009-05-22,15:02:26,WEKA CLI: Problems with flags
2009-05-22,16:24:06,How to get a confidence of a J48 classifier
2009-05-23,19:09:15,WEKA CLI: Problems with flags
2009-05-23,19:30:09,How to get a confidence of a J48 classifier
2009-05-23,13:07:50,Small dataset
2009-05-24,04:24:59,how distributionForInstance method works?
2009-05-24,18:30:07,WEKA CLI: Problems with flags
2009-05-25,09:08:56,how distributionForInstance method works?
2009-05-25,19:44:45,generating predictions from a training model
2009-05-25,17:42:31,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSBnZW5lcmF0aW5nIHByZWRpY3Rpb25zIGZyb20=?= 	=?gb2312?B?IGEgdHJhaW5pbmcgbW9kZWw=?=
2009-05-25,21:18:09,generating predictions from a training model
2009-05-25,13:02:01,Validation strategy for attribute selection using Naive 	Bayes  	classifier with small sample size - Lung cancer immunohistochemistry
2009-05-25,22:35:05,generating predictions from a training model
2009-05-25,18:21:36,Validation strategy for attribute selection using 	Naive Bayes classifier with small sample size - Lung cancer 	immunohistochemistry
2009-05-25,23:41:21,Validation strategy for attribute selection using Naive 	Bayes classifier with small sample size - Lung cancer 	immunohistochemistry
2009-05-26,09:33:33,Very small bug in stratify method in class Instances
2009-05-26,17:00:47,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSBWZXJ5IHNtYWxsIGJ1ZyBpbiBzdHJhdA==?= 	=?gb2312?B?aWZ5IG1ldGhvZCBpbiBjbGFzcyBJbnN0YW5jZXM=?=
2009-05-26,21:11:08,=?GB2312?Q?Re=3A_=B4=F0=B8=B4=3A_=5BWekalist=5D_Very_small_bug_in_stratify_me?= 	=?GB2312?Q?thod_in_class_Instances?=
2009-05-26,17:21:12,=?gb2312?B?tPC4tDogtPC4tDogW1dla2FsaXN0XSBWZXJ5IHNtYWxsIGJ1ZyBpbg==?= 	=?gb2312?B?IHN0cmF0aWZ5IG1ldGhvZCBpbiBjbGFzcyBJbnN0YW5jZXM=?=
2009-05-26,21:16:28,Force Weka to use all attributes
2009-05-26,16:21:33,Validation strategy for attribute selection using 	Naive Bayes classifier with small sample size - Lung cancer 	immunohistochemistry
2009-05-26,09:33:25,"Hi, list... anyone from UMICH?"
2009-05-26,17:33:12,WordsToKeep
2009-05-26,18:59:19,Re: Validation strategy for attribute selection using 	Naive Bayes  	classifier with small sample size - Lung cancer immunohistochemistry
2009-05-26,19:53:03,Bug in class weka.core.Instances.java
2009-05-26,21:28:34,Force Weka to use all attributes
2009-05-26,20:47:04,Force Weka to use all attributes
2009-05-26,22:03:25,Re: Validation strategy for attribute selection 	using Naive Bayes classifier with small sample size - Lung cancer 	immunohistochemistry
2009-05-26,22:10:57,Re: Validation strategy for attribute selection 	using Naive Bayes classifier with small sample size - Lung cancer 	immunohistochemistry
2009-05-27,07:32:29,WordsToKeep
2009-05-26,17:37:15,Question regarding load the trained model and test on 	original dataset
2009-05-27,09:48:57,Question regarding load the trained model and test on  	original dataset
2009-05-27,08:28:51,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSBGb3JjZSBXZWthIHRvIHVzZSBhbGwgYXR0cmk=?= 	=?gb2312?B?YnV0ZXM=?=
2009-05-27,08:45:16,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSBGb3JjZSBXZWthIHRvIHVzZSBhbGwgYXR0cmk=?= 	=?gb2312?B?YnV0ZXM=?=
2009-05-27,13:16:20,how to include new algorithm in WEKA?
2009-05-27,21:44:14,how to include new algorithm in WEKA?
2009-05-28,11:24:50,=?utf-8?Q?=E7=AD=94=E5=A4=8D:_=5BWekalist=5D_CMV_and_feature_s?= 	=?utf-8?Q?election?=
2009-05-28,16:40:43,Q on Logitboost
2009-05-28,16:21:49,question about feature selection or attributes
2009-05-28,14:34:16,question about feature selection or attributes
2009-05-28,17:07:22,Genetic Algorithm Classifier in weka
2009-05-28,09:29:12,weka.associations.Apriori to generate rules from own 	java code
2009-05-28,18:29:14,Re: Validation strategy for attribute selection using 	Naive Bayes  	classifier with small sample size - Lung cancer immunohistochemistry
2009-05-28,13:37:54,question about feature selection or attributes
2009-05-28,21:37:47,Re: Validation strategy for attribute selection 	using Naive Bayes classifier with small sample size - Lung cancer 	immunohistochemistry
2009-05-28,15:27:19,Small dataset
2009-05-29,07:52:22,weka.associations.Apriori to generate rules from own  	java code
2009-05-29,07:54:18,Genetic Algorithm Classifier in weka
2009-05-28,16:08:32,Genetic Algorithm Classifier in weka
2009-05-29,08:38:33,Genetic Algorithm Classifier in weka
2009-05-28,14:03:54,weka.associations.Apriori to generate rules from own 	java code
2009-05-29,09:10:11,weka.associations.Apriori to generate rules from own  	java code
2009-05-29,11:12:22,Small dataset
2009-05-29,03:21:48,Small dataset
2009-05-28,23:22:32,getting started with weka
2009-05-29,12:39:04,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSBnZXR0aW5nIHN0YXJ0ZWQgd2l0aCB3ZWth?=
2009-05-29,16:41:27,Feature Selection - using FCBF search
2009-05-29,22:11:55,=?gb2312?B?tPC4tDogW1dla2FsaXN0XSBxdWVzdGlvbiBhYm91dCBmZWF0dXJlIA==?= 	=?gb2312?B?c2VsZWN0aW9uIG9yIGF0dHJpYnV0ZXM=?=
2009-05-29,10:28:48,=?GB2312?Q?Re=3A_=B4=F0=B8=B4=3A_=5BWekalist=5D_getting_started_with_weka?=
2009-05-29,22:48:53,=?GB2312?Q?Re=3A_=B4=F0=B8=B4=3A_=5BWekalist=5D_getting_started_with_weka?=
2009-05-30,09:38:55,Feature Selection - using FCBF search
2009-05-29,18:21:58,Small dataset
2009-05-30,01:10:22,Comparing different Missing Value methods
2009-05-29,23:40:17,RE: Comparing different Missing Value methods
2009-05-30,02:40:23,Comparing different Missing value completion methods
2009-05-30,12:44:20,Comparing different Missing value completion methods
2009-05-30,12:51:58,RE: Comparing different Missing Value methods
2009-05-30,13:01:23,Q on Logitboost
2009-05-30,03:46:17,Comparing different Missing value completion methods
2009-05-30,10:04:13,AIS in WEKA
2009-05-30,12:31:21,Hello difference in mean value of clusters using 	Explorer and Knowledgeflow
2009-05-30,12:40:50,how to include new algorithm in WEKA?
2009-05-30,15:22:54,question about feature selection algorithm
2009-05-30,08:56:58,RE: Comparing different Missing Value methods
2009-05-30,13:18:10,AIS in WEKA
2009-05-30,12:33:09,RE: Comparing different Missing Value methods
2009-05-30,16:25:33,Hello weka Knowledge flow using teat and train set
2009-05-30,13:44:47,F-measure
2009-05-30,15:11:59,Small dataset
2009-05-30,10:19:22,Re: Web server logs data mining
2009-05-30,19:58:32,Re: Validation strategy for attribute selection using 	Naive Bayes  	classifier with small sample size - Lung cancer immunohistochemistry
2009-05-30,15:59:24,RE: Comparing different Missing Value methods
2009-05-31,08:04:22,Comparing different Missing Value methods
2009-05-31,08:08:41,AIS in WEKA
2009-05-31,11:21:17,Re: Web server logs data mining
2009-05-31,11:36:35,Comparing different Missing value completion methods
2009-05-30,19:19:45,can the precision of the prediction results be modified?
2009-05-31,16:02:59,can the precision of the prediction results be  	modified?
2009-05-31,17:52:51,F-measure
2009-05-31,17:54:05,Hello weka Knowledge flow using teat and train set
2009-05-31,17:55:36,Hello weka Knowledge flow using teat and train set
2009-05-31,18:00:53,how to include new algorithm in WEKA?
2009-05-31,18:03:16,Hello difference in mean value of clusters using  	Explorer and Knowledgeflow
2009-05-31,18:16:10,question about feature selection algorithm
2009-05-31,12:26:50,F-measure
2008-11-30,12:46:18,Cross Validation
2008-11-30,13:29:02,Duplicating instances
2008-11-30,08:33:25,Duplicating instances
2008-11-30,21:20:34,Cross Validation
2008-12-01,08:43:46,implementing SMO results
2008-11-30,20:34:43,Need help to handle OutOfMemory problem
2008-12-01,15:41:39,Need help to handle OutOfMemory problem
2008-12-01,22:17:51,HOWTOs for Eclipse and Netbeans
2008-12-01,12:48:33,Duplicating instances
2008-12-01,10:54:01,Duplicating instances
2008-12-01,11:03:01,Choosing attributes
2008-12-01,14:21:16,Duplicating instances
2008-12-01,14:51:39,Choosing attributes
2008-12-01,15:31:20,Cross Validation
2008-12-01,14:43:51,Cross Validation
2008-12-01,16:26:23,Cross Validation
2008-12-01,10:27:17,Substitution and Generalization Error .
2008-12-01,09:30:29,Cross Validation
2008-12-01,15:37:05,Cross Validation
2008-12-02,00:30:49,can anyone tell me how to do function estimation?
2008-12-01,11:40:34,Multiple threads - Weka
2008-12-01,19:34:46,prioritize attributes for J48 class
2008-12-02,08:32:36,can anyone tell me how to do function estimation?
2008-12-02,02:35:45,Question about MultilayerPerceptron in Weka
2008-12-02,08:39:32,prioritize attributes for J48 class
2008-12-02,08:50:54,Multiple threads - Weka
2008-12-02,09:11:10,Question about MultilayerPerceptron in Weka
2008-12-01,14:50:55,Need help to handle OutOfMemory problem
2008-12-01,15:53:33,new user question about RandomForest classification
2008-12-02,10:08:43,Need help to handle OutOfMemory problem
2008-12-02,09:04:34,Call for papers: Open Source in Data Mining workshop
2008-12-02,05:41:25,Question about MultilayerPerceptron in Weka
2008-12-02,12:17:07,Question about MultilayerPerceptron in Weka
2008-12-01,17:49:31,Need help to handle OutOfMemory problem
2008-12-01,16:41:31,Tamara Fields added you as a friend!
2008-12-02,13:47:50,Tamara Fields added you as a friend!
2008-12-01,18:50:53,Tamara Fields added you as a friend!
2008-12-01,19:50:05,Need help to handle OutOfMemory problem
2008-12-02,15:07:33,Need help to handle OutOfMemory problem
